gene_id	symbol
ENSG00000227769	AC072062.3
ENSG00000237571	AC073284.4
ENSG00000238663	snoU13
ENSG00000138363	ATIC
ENSG00000197803	AC073284.2
ENSG00000115414	FN1
ENSG00000230695	AC012462.1
ENSG00000225166	AC012462.2
ENSG00000228618	AC012462.3
ENSG00000234938	AC012668.1
ENSG00000237525	AC012668.2
ENSG00000227981	AC012668.3
ENSG00000235770	AC122136.1
ENSG00000230838	AC093850.2
ENSG00000216721	AC093850.1
ENSG00000227824	AC122136.2
ENSG00000212055	AC122136.1
ENSG00000226276	AC093382.1
ENSG00000118242	MREG
ENSG00000115425	PECR
ENSG00000163449	TMEM169
ENSG00000079246	XRCC5
ENSG00000232970	AC012513.3
ENSG00000236478	AC012513.4
ENSG00000144583	MARCH4
ENSG00000231092	AC012513.6
ENSG00000233581	AC069155.1
ENSG00000207303	Y_RNA
ENSG00000235042	AC098820.2
ENSG00000138375	SMARCAL1
ENSG00000232485	AC098820.3
ENSG00000241520	AC098820.4
ENSG00000197756	RPL37A
ENSG00000241836	AC073321.5
ENSG00000224391	AC073321.3
ENSG00000225794	AC073321.4
ENSG00000235444	AC073321.2
ENSG00000115457	IGFBP2
ENSG00000115461	IGFBP5
ENSG00000236886	AC007563.5
ENSG00000237930	AC007563.4
ENSG00000222832	5S_rRNA
ENSG00000229352	AC007563.3
ENSG00000234588	AC007563.2
ENSG00000231597	AC007557.4
ENSG00000118245	TNP1
ENSG00000237479	AC007557.2
ENSG00000227021	AC007557.3
ENSG00000236295	AC007563.1
ENSG00000223874	AC007557.1
ENSG00000251849	AC010887.1
ENSG00000251982	7SK
ENSG00000233143	AC009492.1
ENSG00000231672	DIRC3
ENSG00000224414	AC010886.2
ENSG00000231035	AC010886.1
ENSG00000079308	TNS1
ENSG00000223923	AC010136.2
ENSG00000188282	RUFY4
ENSG00000229754	IL8RBP
ENSG00000180871	CXCR2
ENSG00000163464	CXCR1
ENSG00000249625	AC097483.2
ENSG00000238428	snoU13
ENSG00000224159	HMGB1L9
ENSG00000163466	ARPC2
ENSG00000179921	GPBAR1
ENSG00000251341	AC021016.3
ENSG00000127837	AAMP
ENSG00000127838	PNKD
ENSG00000135926	TMBIM1
ENSG00000213912	AC021016.4
ENSG00000204158	AC021016.1
ENSG00000237281	AC021016.8
ENSG00000238736	snoU13
ENSG00000230580	AC021016.7
ENSG00000158428	C2orf62
ENSG00000225062	AC021016.6
ENSG00000018280	SLC11A1
ENSG00000144579	CTDSP1
ENSG00000199121	hsa-mir-26b
ENSG00000127831	VIL1
ENSG00000135913	USP37
ENSG00000222714	7SK
ENSG00000144580	RQCD1
ENSG00000207393	U6
ENSG00000115556	PLCD4
ENSG00000252805	U3
ENSG00000115568	ZNF142
ENSG00000074582	BCS1L
ENSG00000163481	RNF25
ENSG00000163482	STK36
ENSG00000135912	TTLL4
ENSG00000135929	CYP27A1
ENSG00000115592	PRKAG3
ENSG00000232625	AC009974.11
ENSG00000115596	WNT6
ENSG00000135925	WNT10A
ENSG00000228135	AC073128.10
ENSG00000200029	U6
ENSG00000235024	AC097468.7
ENSG00000224928	AC097468.6
ENSG00000171450	CDK5R2
ENSG00000236445	AC097468.5
ENSG00000163497	FEV
ENSG00000163499	CRYBA2
ENSG00000198973	hsa-mir-375
ENSG00000224090	AC097468.4
ENSG00000181378	CCDC108
ENSG00000163501	IHH
ENSG00000187736	NHEJ1
ENSG00000213901	SLC23A3
ENSG00000240317	AC020575.1
ENSG00000115649	C2orf24
ENSG00000144567	FAM134A
ENSG00000158552	ZFAND2B
ENSG00000115657	ABCB6
ENSG00000198925	ATG9A
ENSG00000221344	AC068946.1
ENSG00000163516	ANKZF1
ENSG00000163521	GLB1L
ENSG00000115661	STK16
ENSG00000127824	TUBA4A
ENSG00000243910	TUBA4B
ENSG00000253547	AC068946.2
ENSG00000135924	DNAJB2
ENSG00000054356	PTPRN
ENSG00000207647	hsa-mir-153-1
ENSG00000230432	AC114803.3
ENSG00000182698	AC114803.2
ENSG00000232789	AC053503.2
ENSG00000123992	DNPEP
ENSG00000229525	AC053503.4
ENSG00000175084	DES
ENSG00000234638	AC053503.6
ENSG00000072195	SPEG
ENSG00000227432	AC053503.11
ENSG00000144591	GMPPA
ENSG00000072182	ACCN4
ENSG00000123989	CHPF
ENSG00000188760	TMEM198
ENSG00000124006	OBSL1
ENSG00000123999	INHA
ENSG00000222678	7SK
ENSG00000144589	STK11IP
ENSG00000228973	AC009955.8
ENSG00000114923	SLC4A3
ENSG00000231802	AC009502.1
ENSG00000227308	AC009502.4
ENSG00000223903	AC009502.2
ENSG00000235667	AC009502.3
ENSG00000228909	AC008281.1
ENSG00000225911	AC009310.1
ENSG00000239498	AC114765.1
ENSG00000235337	AC114765.2
ENSG00000221199	AC114765.1
ENSG00000236451	AC067956.1
ENSG00000222096	AC019051.1
ENSG00000224819	AC093843.1
ENSG00000240451	AC019208.1
ENSG00000232089	AC011233.2
ENSG00000116106	EPHA4
ENSG00000223411	AC079834.2
ENSG00000221432	AC079834.1
ENSG00000226726	AC079834.2
ENSG00000230406	AC079834.1
ENSG00000234446	AC068489.1
ENSG00000233868	AC009302.2
ENSG00000226666	HSPA9P1
ENSG00000226331	AC009302.4
ENSG00000135903	PAX3
ENSG00000240410	AC012591.1
ENSG00000163081	CCDC140
ENSG00000237732	AC010980.2
ENSG00000200822	Y_RNA
ENSG00000163082	SGPP2
ENSG00000228670	AC097461.2
ENSG00000202016	U6
ENSG00000234285	GAPDHP49
ENSG00000116120	FARSB
ENSG00000224878	AC104772.1
ENSG00000124003	MOGAT1
ENSG00000233751	AC104772.1
ENSG00000238852	snoU13
ENSG00000203531	AC016712.1
ENSG00000235225	AC016712.2
ENSG00000123983	ACSL3
ENSG00000250676	AC013476.1
ENSG00000224121	ATG12P2
ENSG00000234193	AC097461.4
ENSG00000152049	KCNE4
ENSG00000243125	AC068035.1
ENSG00000243112	AC068035.2
ENSG00000233299	AC079120.1
ENSG00000221064	AC079120.1
ENSG00000231189	AC013448.1
ENSG00000235610	AC013448.2
ENSG00000171951	SCG2
ENSG00000226539	AC012512.1
ENSG00000152056	AP1S3
ENSG00000085449	WDFY1
ENSG00000135900	MRPL44
ENSG00000228802	AC073641.2
ENSG00000135919	SERPINE2
ENSG00000224826	AC019109.1
ENSG00000211987	AC104802.1
ENSG00000228681	AC008072.1
ENSG00000124019	FAM124B
ENSG00000036257	CUL3
ENSG00000228446	AC073052.1
ENSG00000135905	DOCK10
ENSG00000243907	AC093806.1
ENSG00000232784	AC067961.1
ENSG00000144460	KIAA1486
ENSG00000228206	AC016717.1
ENSG00000230621	AC080002.1
ENSG00000235070	AC068138.1
ENSG00000242839	AC093784.1
ENSG00000169047	IRS1
ENSG00000144468	RHBDD1
ENSG00000212391	SNORA48
ENSG00000081052	COL4A4
ENSG00000228749	AC073149.3
ENSG00000221608	AC079235.1
ENSG00000169031	COL4A3
ENSG00000236432	AC097662.2
ENSG00000168958	MFF
ENSG00000168955	TM4SF20
ENSG00000173744	AGFG1
ENSG00000042304	C2orf83
ENSG00000236116	AC064853.2
ENSG00000250599	AC064853.3
ENSG00000135917	SLC19A3
ENSG00000240115	AC064853.4
ENSG00000252346	5S_rRNA
ENSG00000226718	AC093762.1
ENSG00000229172	AC073065.3
ENSG00000115009	CCL20
ENSG00000183514	AC073065.4
ENSG00000123977	WDR69
ENSG00000252665	SNORA25
ENSG00000234820	AC073065.2
ENSG00000153820	SPHKAP
ENSG00000228603	AC109825.2
ENSG00000200281	U6
ENSG00000219503	AC109825.3
ENSG00000203387	AC074019.2
ENSG00000232023	AC009410.1
ENSG00000251801	SNORD112
ENSG00000228226	AC074019.1
ENSG00000237322	AC007677.1
ENSG00000226297	AC007677.2
ENSG00000153823	PID1
ENSG00000224580	AC007677.3
ENSG00000241530	AC006368.1
ENSG00000253006	7SK
ENSG00000187957	DNER
ENSG00000238782	U7
ENSG00000235993	AC007559.1
ENSG00000153827	TRIP12
ENSG00000222344	U6
ENSG00000153832	FBXO36
ENSG00000252333	U6
ENSG00000231534	AC009973.2
ENSG00000206725	U6
ENSG00000221271	AC009973.4
ENSG00000163053	SLC16A14
ENSG00000199400	Y_RNA
ENSG00000231578	AC093171.1
ENSG00000135899	SP110
ENSG00000225963	AC009950.2
ENSG00000243565	AC009950.1
ENSG00000079263	SP140
ENSG00000185404	SP140L
ENSG00000067066	SP100
ENSG00000243650	AC010149.1
ENSG00000250011	AC010149.2
ENSG00000235419	AC010149.4
ENSG00000183022	AC010149.3
ENSG00000199791	U6
ENSG00000226125	AC098823.3
ENSG00000135932	CAB39
ENSG00000237758	AC084031.1
ENSG00000201044	U6
ENSG00000135916	ITM2C
ENSG00000232520	AC012507.3
ENSG00000135898	GPR55
ENSG00000230385	AC012507.4
ENSG00000235013	AC092534.1
ENSG00000238062	AC105344.2
ENSG00000173699	SPATA3
ENSG00000204128	C2orf72
ENSG00000173692	PSMD1
ENSG00000135914	HTR2B
ENSG00000201574	U1
ENSG00000135931	ARMC9
ENSG00000239448	AC018738.1
ENSG00000237039	AC018738.2
ENSG00000224376	AC017104.6
ENSG00000156966	B3GNT7
ENSG00000245519	AC017104.2
ENSG00000172799	AC017104.3
ENSG00000230047	AC017104.4
ENSG00000233538	AC017104.2
ENSG00000115053	NCL
ENSG00000206885	SNORA75
ENSG00000207280	SNORD20
ENSG00000202400	SNORD82
ENSG00000248298	AC017104.3
ENSG00000223198	U2
ENSG00000181798	C2orf52
ENSG00000171596	NMUR1
ENSG00000231494	AC104634.3
ENSG00000228884	AC104634.2
ENSG00000177673	C2orf57
ENSG00000239202	AC104634.1
ENSG00000187514	PTMA
ENSG00000156973	PDE6D
ENSG00000240308	AC073476.1
ENSG00000144524	COPS7B
ENSG00000237641	RP11-690I21.1
ENSG00000222246	hsa-mir-1471
ENSG00000163273	NPPC
ENSG00000144535	DIS3L2
ENSG00000227033	AC105461.1
ENSG00000207626	hsa-mir-562
ENSG00000251485	AC068134.10
ENSG00000230122	ECEL1P3
ENSG00000163283	ALPP
ENSG00000224516	AC068134.8
ENSG00000244280	ECEL1P2
ENSG00000163286	ALPPL2
ENSG00000204121	AC068134.5
ENSG00000237087	AC068134.6
ENSG00000223788	AC068134.4
ENSG00000163295	ALPI
ENSG00000171551	ECEL1
ENSG00000237412	AC092165.4
ENSG00000135902	CHRND
ENSG00000196811	CHRNG
ENSG00000221944	TIGD1
ENSG00000135930	EIF4E2
ENSG00000214371	AC092165.2
ENSG00000237126	AC073254.1
ENSG00000115468	EFHD1
ENSG00000244384	AC073254.1
ENSG00000239170	snoU13
ENSG00000204120	GIGYF2
ENSG00000213055	AC064852.5
ENSG00000241409	AC064852.4
ENSG00000115474	KCNJ13
ENSG00000252452	U6
ENSG00000199781	Y_RNA
ENSG00000182600	C2orf82
ENSG00000066248	NGEF
ENSG00000222001	AC106876.2
ENSG00000115488	NEU2
ENSG00000168918	INPP5D
ENSG00000085978	ATG16L1
ENSG00000252010	SCARNA6
ENSG00000251791	SCARNA6
ENSG00000130561	SAG
ENSG00000077044	DGKD
ENSG00000243637	AC019221.4
ENSG00000201013	Y_RNA
ENSG00000085982	USP40
ENSG00000228949	UGT1A12P
ENSG00000227846	UGT1A11P
ENSG00000242366	UGT1A8
ENSG00000242515	UGT1A10
ENSG00000234143	UGT1A13P
ENSG00000241119	UGT1A9
ENSG00000244122	UGT1A7
ENSG00000167165	UGT1A6
ENSG00000224814	AC114812.8
ENSG00000240224	UGT1A5
ENSG00000244474	UGT1A4
ENSG00000233445	AC114812.2
ENSG00000243135	UGT1A3
ENSG00000248114	AC114812.9
ENSG00000227802	DNAJB3
ENSG00000228445	UGT1A2P
ENSG00000248705	AC114812.10
ENSG00000178836	AC114812.5
ENSG00000241635	UGT1A1
ENSG00000185038	HEATR7B1
ENSG00000123485	HJURP
ENSG00000224287	MSL3L2
ENSG00000144481	TRPM8
ENSG00000237581	AC005538.5
ENSG00000072080	SPP2
ENSG00000226442	AC006037.2
ENSG00000237784	AC097713.5
ENSG00000228162	AC097713.3
ENSG00000231682	AC097713.4
ENSG00000232690	AC097713.2
ENSG00000188042	ARL4C
ENSG00000235726	AC010148.1
ENSG00000130147	SH3BP4
ENSG00000226542	AC114814.4
ENSG00000231032	AC114814.2
ENSG00000235293	AC114814.3
ENSG00000216002	AC092576.1
ENSG00000157985	AGAP1
ENSG00000235529	AC012305.1
ENSG00000221704	AC012305.1
ENSG00000222007	AC064874.1
ENSG00000228499	AC064874.2
ENSG00000238812	U7
ENSG00000207049	Y_RNA
ENSG00000168505	GBX2
ENSG00000233611	AC079135.1
ENSG00000182177	ASB18
ENSG00000200745	U1
ENSG00000132321	IQCA1
ENSG00000232893	AC019068.2
ENSG00000231546	AC093915.1
ENSG00000144476	CXCR7
ENSG00000232328	AC011286.1
ENSG00000202341	U6
ENSG00000124835	AC105760.3
ENSG00000227252	AC105760.2
ENSG00000198612	COPS8
ENSG00000224844	AC107079.1
ENSG00000224132	AC112715.2
ENSG00000163359	COL6A3
ENSG00000222022	AC112721.1
ENSG00000222032	AC112721.2
ENSG00000115648	MLPH
ENSG00000243942	AC112721.3
ENSG00000239484	AC112721.1
ENSG00000239824	AC112721.2
ENSG00000222449	U6
ENSG00000071677	PRLH
ENSG00000124839	RAB17
ENSG00000234949	AC104667.3
ENSG00000227107	AC096574.5
ENSG00000124831	LRRFIP1
ENSG00000177483	RBM44
ENSG00000132329	RAMP1
ENSG00000184182	UBE2F
ENSG00000251971	U6
ENSG00000132330	SCLY
ENSG00000144488	ESPNL
ENSG00000168427	KLHL30
ENSG00000178752	FAM132B
ENSG00000229377	AC016757.1
ENSG00000132323	ILKAP
ENSG00000186235	AC016757.3
ENSG00000225057	AC096574.4
ENSG00000144485	HES6
ENSG00000132326	PER2
ENSG00000232306	AC012485.2
ENSG00000204104	TRAF3IP1
ENSG00000202099	U6
ENSG00000065802	ASB1
ENSG00000229915	AC016999.2
ENSG00000225493	AC092619.1
ENSG00000234279	AC113618.1
ENSG00000224252	AC113618.2
ENSG00000226992	AC144525.1
ENSG00000233608	AC149644.1
ENSG00000235860	TWIST2
ENSG00000227744	AC114788.2
ENSG00000211566	AC114788.1
ENSG00000068024	HDAC4
ENSG00000213828	AC017028.1
ENSG00000222020	AC062017.1
ENSG00000196758	AC079612.1
ENSG00000227459	AC079612.2
ENSG00000220256	AC093802.1
ENSG00000130414	NDUFA10
ENSG00000182083	OR6B2
ENSG00000221961	PRR21
ENSG00000178586	OR6B3
ENSG00000231278	OR9S24P
ENSG00000213048	OR5S1P
ENSG00000172428	MYEOV2
ENSG00000178602	OTOS
ENSG00000227479	AC124861.1
ENSG00000221412	AC124861.1
ENSG00000063660	GPC1
ENSG00000218416	AC110619.2
ENSG00000207611	hsa-mir-149
ENSG00000144504	ANKMY1
ENSG00000188542	DUSP28
ENSG00000142327	RNPEPL1
ENSG00000142330	CAPN10
ENSG00000178623	GPR35
ENSG00000185176	AQP12B
ENSG00000219159	AC011298.2
ENSG00000184945	AQP12A
ENSG00000130294	KIF1A
ENSG00000172482	AGXT
ENSG00000172478	C2orf54
ENSG00000226321	AC104809.3
ENSG00000233392	AC104809.4
ENSG00000223991	AC104809.2
ENSG00000162804	SNED1
ENSG00000229996	AC093585.6
ENSG00000225521	AC005237.4
ENSG00000122085	MTERFD2
ENSG00000115687	PASK
ENSG00000235861	AC005237.2
ENSG00000115685	PPP1R7
ENSG00000146205	ANO7
ENSG00000115677	HDLBP
ENSG00000168385	SEPT2
ENSG00000223374	AC005104.3
ENSG00000006607	FARP2
ENSG00000240910	AC005104.1
ENSG00000224232	AC110299.5
ENSG00000115694	STK25
ENSG00000237231	AC110299.2
ENSG00000234235	BOKAS
ENSG00000176720	BOK
ENSG00000176946	THAP4
ENSG00000207186	5S_rRNA
ENSG00000168397	ATG4B
ENSG00000168393	DTYMK
ENSG00000228989	AC133528.2
ENSG00000168395	ING5
ENSG00000235351	AC114730.11
ENSG00000180902	D2HGDH
ENSG00000215692	AC114730.8
ENSG00000234793	AC114730.7
ENSG00000154252	GAL3ST2
ENSG00000215023	AC114730.5
ENSG00000224272	AC114730.3
ENSG00000204099	NEU4
ENSG00000235151	AC114730.2
ENSG00000188389	PDCD1
ENSG00000188011	C2orf85
ENSG00000233806	AC131097.3
ENSG00000216921	AC131097.4
ENSG00000237940	AC093642.3
ENSG00000226423	AC093642.4
ENSG00000232002	AC093642.6
ENSG00000220804	AC093642.5
ENSG00000243528	AC134873.1
ENSG00000224160	CICP10
ENSG00000244528	AC134873.1
ENSG00000250554	AC215220.1
ENSG00000187939	DOC2B
ENSG00000240468	AC108004.2
ENSG00000181031	RPH3AL
ENSG00000241525	AC108004.3
ENSG00000187624	C17orf97
ENSG00000183688	FAM101B
ENSG00000141252	VPS53
ENSG00000244097	RP11-411G7.1
ENSG00000167695	FAM57A
ENSG00000179409	GEMIN4
ENSG00000231784	AC087392.3
ENSG00000241672	AC087392.4
ENSG00000167699	GLOD4
ENSG00000196737	AC087392.1
ENSG00000171861	RNMTL1
ENSG00000167693	NXN
ENSG00000177370	TIMM22
ENSG00000159842	ABR
ENSG00000235361	AC016292.1
ENSG00000205899	BHLHA9
ENSG00000184811	TUSC5
ENSG00000240092	AC032044.1
ENSG00000108953	YWHAE
ENSG00000167193	CRK
ENSG00000197879	MYO1C
ENSG00000132376	INPP5K
ENSG00000236618	AC100748.2
ENSG00000174238	PITPNA
ENSG00000167703	SLC43A2
ENSG00000243704	AC130343.2
ENSG00000238946	snoU13
ENSG00000074660	SCARF1
ENSG00000167705	RILP
ENSG00000174231	PRPF8
ENSG00000185561	TLCD2
ENSG00000186594	C17orf91
ENSG00000199060	hsa-mir-22
ENSG00000167716	WDR81
ENSG00000167711	SERPINF2
ENSG00000132386	SERPINF1
ENSG00000186532	SMYD4
ENSG00000132383	RPA1
ENSG00000108958	AC016292.3
ENSG00000185924	RTN4RL1
ENSG00000228133	AC099684.1
ENSG00000108963	DPH1
ENSG00000214014	OVCA2
ENSG00000207724	hsa-mir-132
ENSG00000207953	hsa-mir-212
ENSG00000177374	HIC1
ENSG00000070366	SMG6
ENSG00000236838	AC090617.1
ENSG00000236457	AC130689.5
ENSG00000225084	AL450226.2
ENSG00000167720	SRR
ENSG00000248963	AL450226.1
ENSG00000167721	TSR1
ENSG00000212552	SNORD91
ENSG00000212163	SNORD91
ENSG00000141258	SGSM2
ENSG00000070444	MNT
ENSG00000205821	AC006435.1
ENSG00000127804	METT10D
ENSG00000241006	AC015799.2
ENSG00000243049	AC015799.1
ENSG00000007168	PAFAH1B1
ENSG00000239024	snoU13
ENSG00000247061	AC005696.1
ENSG00000239884	AC005696.2
ENSG00000132361	KIAA0664
ENSG00000221200	hsa-mir-1253
ENSG00000132359	RAP1GAP2
ENSG00000182880	OR1D5
ENSG00000184166	OR1D2
ENSG00000142163	AC097370.1
ENSG00000183024	OR1G1
ENSG00000172150	OR1A2
ENSG00000172146	OR1A1
ENSG00000216100	AC090282.1
ENSG00000221882	OR3A2
ENSG00000180090	OR3A1
ENSG00000180068	OR3A4
ENSG00000180042	AC087498.1
ENSG00000180016	OR1E1
ENSG00000159961	OR3A3
ENSG00000127780	OR1E2
ENSG00000141255	SPATA22
ENSG00000108381	ASPA
ENSG00000167723	TRPV3
ENSG00000196689	TRPV1
ENSG00000197417	SHPK
ENSG00000040531	CTNS
ENSG00000213977	TAX1BP3
ENSG00000240898	RP11-48B14.1
ENSG00000127774	TMEM93
ENSG00000083454	P2RX5
ENSG00000083457	ITGAE
ENSG00000244779	AC087742.1
ENSG00000177602	GSG2
ENSG00000251042	AC116914.1
ENSG00000074356	C17orf85
ENSG00000004660	CAMKK1
ENSG00000108405	P2RX1
ENSG00000074370	ATP2A3
ENSG00000074755	ZZEF1
ENSG00000252456	5S_rRNA
ENSG00000238807	snoU13
ENSG00000167740	CYB5D2
ENSG00000185722	ANKFY1
ENSG00000251812	Y_RNA
ENSG00000207390	Y_RNA
ENSG00000132388	UBE2G1
ENSG00000243630	AC087742.2
ENSG00000182557	SPNS3
ENSG00000247652	AC127521.1
ENSG00000229782	AC118754.4
ENSG00000183018	SPNS2
ENSG00000132382	MYBBP1A
ENSG00000167741	GGT6
ENSG00000188176	SMTNL2
ENSG00000250077	AC118754.1
ENSG00000222429	U6
ENSG00000161905	ALOX15
ENSG00000141456	PELP1
ENSG00000235085	AC091153.4
ENSG00000244184	RP11-314A20.2
ENSG00000213939	RP11-314A20.1
ENSG00000141480	ARRB2
ENSG00000161920	MED11
ENSG00000161921	CXCL16
ENSG00000141497	ZMYND15
ENSG00000142484	TM4SF5
ENSG00000182853	VMO1
ENSG00000249874	AC233723.1
ENSG00000182327	GLTPD2
ENSG00000142507	PSMB6
ENSG00000129219	PLD2
ENSG00000141503	MINK1
ENSG00000230201	ATCD1
ENSG00000108556	CHRNE
ENSG00000205710	C17orf107
ENSG00000185245	GP1BA
ENSG00000108528	SLC25A11
ENSG00000108523	RNF167
ENSG00000108518	PFN1
ENSG00000108515	ENO3
ENSG00000091640	SPAG7
ENSG00000108509	CAMTA2
ENSG00000234203	AC004771.2
ENSG00000203562	AC004771.1
ENSG00000196388	INCA1
ENSG00000129250	KIF1C
ENSG00000227495	AC109333.10
ENSG00000132517	GPR172B
ENSG00000180787	ZFP3
ENSG00000167840	ZNF232
ENSG00000234327	AC012146.7
ENSG00000129204	USP6
ENSG00000180626	ZNF594
ENSG00000247379	AC087500.1
ENSG00000161929	C17orf87
ENSG00000029725	RABEP1
ENSG00000108559	NUP88
ENSG00000129197	RPAIN
ENSG00000215099	AC004148.1
ENSG00000108561	C1QBP
ENSG00000005100	DHX33
ENSG00000072849	DERL2
ENSG00000167842	MIS12
ENSG00000170233	NLRP1
ENSG00000091592	AC055839.1
ENSG00000253071	U7
ENSG00000179314	WSCD1
ENSG00000206618	U6
ENSG00000129221	AIPL1
ENSG00000129195	FAM64A
ENSG00000091622	PITPNM3
ENSG00000198920	KIAA0753
ENSG00000200914	5S_rRNA
ENSG00000129235	TXNDC17
ENSG00000108590	MED31
ENSG00000212734	C17orf100
ENSG00000141485	SLC13A5
ENSG00000244283	RP11-609D21.1
ENSG00000132530	XAF1
ENSG00000177294	FBXO39
ENSG00000167858	TEKT1
ENSG00000215067	AC027763.2
ENSG00000108839	ALOX12
ENSG00000219200	RNASEK
ENSG00000161939	C17orf49
ENSG00000232607	AC027763.1
ENSG00000207929	hsa-mir-195
ENSG00000207791	hsa-mir-497
ENSG00000161940	BCL6B
ENSG00000174327	SLC16A13
ENSG00000174326	SLC16A11
ENSG00000132514	CLEC10A
ENSG00000161944	ASGR2
ENSG00000213876	CTD-2545G14.1
ENSG00000141505	ASGR1
ENSG00000132535	DLG4
ENSG00000072778	ACADVL
ENSG00000199053	hsa-mir-324
ENSG00000004975	DVL2
ENSG00000040633	PHF23
ENSG00000170296	GABARAP
ENSG00000175826	DULLARD
ENSG00000170291	C17orf81
ENSG00000181885	CLDN7
ENSG00000202251	Y_RNA
ENSG00000181856	SLC2A4
ENSG00000006047	YBX2
ENSG00000132507	EIF5A
ENSG00000132522	GPS2
ENSG00000215041	NEURL4
ENSG00000224647	AC026954.6
ENSG00000072818	ACAP1
ENSG00000213859	KCTD11
ENSG00000182896	TMEM95
ENSG00000174292	TNK1
ENSG00000187838	PLSCR3
ENSG00000205544	C17orf61
ENSG00000169992	NLGN2
ENSG00000181323	SPEM1
ENSG00000184560	C17orf74
ENSG00000181284	TMEM102
ENSG00000161958	FGF11
ENSG00000170175	CHRNB1
ENSG00000174282	ZBTB4
ENSG00000231260	AMAC1L3
ENSG00000181222	POLR2A
ENSG00000201489	Y_RNA
ENSG00000239697	TNFSF12
ENSG00000248871	TNFSF12-TNFSF13
ENSG00000161955	TNFSF13
ENSG00000161956	SENP3
ENSG00000161960	EIF4A1
ENSG00000209582	SNORA48
ENSG00000238917	snoU6-77
ENSG00000207152	SNORA67
ENSG00000129226	CD68
ENSG00000233223	AC113189.5
ENSG00000129255	MPDU1
ENSG00000129194	SOX15
ENSG00000129245	FXR2
ENSG00000251860	snoU13
ENSG00000242442	AC007421.1
ENSG00000141504	SAT2
ENSG00000129214	SHBG
ENSG00000129244	ATP1B2
ENSG00000141510	TP53
ENSG00000141499	WRAP53
ENSG00000108947	EFNB3
ENSG00000183914	DNAH2
ENSG00000240480	RPL29P2
ENSG00000132510	KDM6B
ENSG00000167874	TMEM88
ENSG00000183011	LSMD1
ENSG00000182224	CYB5D1
ENSG00000248291	AC104581.1
ENSG00000170004	CHD3
ENSG00000252835	SCARNA21
ENSG00000179859	AC025335.1
ENSG00000170049	KCNAB3
ENSG00000170043	TRAPPC1
ENSG00000170037	CNTROB
ENSG00000132518	GUCY2D
ENSG00000238676	snoU13
ENSG00000179593	ALOX15B
ENSG00000179477	ALOX12B
ENSG00000214999	AC129492.6
ENSG00000179148	ALOXE3
ENSG00000179111	HES7
ENSG00000179094	PER1
ENSG00000220205	VAMP2
ENSG00000179029	TMEM107
ENSG00000200463	U8
ENSG00000196544	C17orf59
ENSG00000178999	AURKB
ENSG00000178977	C17orf44
ENSG00000178971	C17orf68
ENSG00000178921	PFAS
ENSG00000125434	SLC25A35
ENSG00000108961	RANGRF
ENSG00000198844	ARHGEF15
ENSG00000226871	AC135178.7
ENSG00000212206	SNORA69
ENSG00000184650	ODF4
ENSG00000184619	KRBA2
ENSG00000161970	RPL26
ENSG00000189051	RNF222
ENSG00000166579	NDEL1
ENSG00000133026	MYH10
ENSG00000252363	U7
ENSG00000241708	AC025518.1
ENSG00000244604	RP11-713H12.1
ENSG00000161973	CCDC42
ENSG00000183318	SPDYE4
ENSG00000185156	MFSD6L
ENSG00000174083	PIK3R6
ENSG00000141506	PIK3R5
ENSG00000065320	NTN1
ENSG00000170310	STX8
ENSG00000225751	AC087501.1
ENSG00000166596	WDR16
ENSG00000241654	RP11-565F19.1
ENSG00000154914	USP43
ENSG00000184544	DHRS7C
ENSG00000214978	AC027045.1
ENSG00000065325	GLP2R
ENSG00000109047	RCVRN
ENSG00000007237	GAS7
ENSG00000221486	AC000003.1
ENSG00000242692	RP11-462C21.1
ENSG00000006788	MYH13
ENSG00000249095	AC002347.1
ENSG00000133020	MYH8
ENSG00000141048	MYH4
ENSG00000109061	MYH1
ENSG00000125414	MYH2
ENSG00000214970	AC005323.1
ENSG00000109063	MYH3
ENSG00000133028	SCO1
ENSG00000170222	C17orf48
ENSG00000187824	TMEM220
ENSG00000240813	RP11-963H4.2
ENSG00000205351	AC002347.2
ENSG00000233670	PIRT
ENSG00000207242	U6
ENSG00000244753	RP11-963H4.1
ENSG00000252741	AC015908.1
ENSG00000221701	AC005284.1
ENSG00000252100	AC005548.1
ENSG00000243346	AC005548.2
ENSG00000188803	SHISA6
ENSG00000253002	AC005725.1
ENSG00000007174	DNAH9
ENSG00000154957	ZNF18
ENSG00000241185	RP11-1096G20.1
ENSG00000065559	MAP2K4
ENSG00000252707	U11
ENSG00000243726	AC005410.2
ENSG00000211589	hsa-mir-744
ENSG00000179136	AC005358.1
ENSG00000141052	MYOCD
ENSG00000227274	AC005358.3
ENSG00000246154	AC005358.1
ENSG00000006740	ARHGAP44
ENSG00000006744	ELAC2
ENSG00000234634	AC003664.1
ENSG00000153976	HS3ST3A1
ENSG00000221698	hsa-mir-548h-3
ENSG00000236088	AC015842.1
ENSG00000233852	AC005304.1
ENSG00000141028	AC005304.2
ENSG00000223385	COX10AS
ENSG00000006695	COX10
ENSG00000252305	SNORA74
ENSG00000234552	CDRT15P
ENSG00000231595	AC005224.2
ENSG00000223510	CDRT15
ENSG00000245153	AC005224.1
ENSG00000125430	HS3ST3B1
ENSG00000230647	AC022816.2
ENSG00000230897	AC013248.1
ENSG00000226130	AC013248.2
