,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Trim17,16,8,13,6,16,6,24,33
Gm28150,0,0,0,0,0,0,0,0
Olfr235,0,0,0,0,0,0,0,0
Gm5049,0,0,0,0,0,0,0,0
Vmn2r-ps149,0,0,0,0,0,0,0,0
Rheb,5705,3925,3625,3698,3682,3848,2760,2738
Gm7463,0,0,0,0,0,0,0,0
Gm15008,0,0,0,0,0,0,0,0
Zfp146,2483,1498,1816,1730,1724,1722,1594,1625
Gm24474,0,0,0,0,2,0,0,0
Clcn6,638,419,415,454,438,459,429,504
Gm15181,0,0,2,2,2,4,0,0
Rmnd5b,1118,831,804,791,822,838,709,848
3010001F23Rik,14,14,4,7,2,16,14,8
Gm26359,0,0,2,0,0,2,0,0
Rpl26-ps1,0,0,0,0,0,0,0,0
Rnf20,4160,2654,2759,2614,3052,2990,2340,2302
Gm48551,0,0,0,6,0,4,0,2
Kif23,2144,1485,1332,1423,1811,1735,370,347
Gm46501,0,0,0,0,0,0,0,0
Pomgnt2,408,338,257,290,351,311,439,421
Gm4815,281,156,162,154,114,109,97,164
Mir185,0,0,0,0,0,0,0,0
Catsperd,10,17,2,6,20,8,11,21
Six3,2,0,0,0,0,0,0,0
Nectin2,2986,2005,1812,1916,1803,1956,1837,1956
Gm29166,0,0,0,0,0,0,0,0
Maip1,455,291,326,287,290,269,284,243
Gm12956,0,0,0,0,0,0,0,0
Gm12140,0,0,0,0,0,0,0,0
Gm8222,0,0,0,0,2,0,0,0
Gm382,0,0,0,0,0,0,0,0
Mir7680,0,0,0,0,0,0,0,0
Marchf4,2,2,3,0,4,2,0,0
Axin1,2931,2122,1888,1808,1980,2018,1698,1729
Usp30,1030,776,757,717,823,795,879,848
Igkv8-21,0,0,0,0,0,0,0,0
Cep112os1,0,0,0,0,0,0,0,0
Rsu1,8922,6400,5943,6055,5461,5248,4734,4121
4933407K13Rik,47,34,45,58,39,42,36,65
Trmt2a,1560,1212,1144,1156,1092,964,849,1002
Gm38554,0,0,0,0,0,0,0,0
H2af-ps1,0,0,0,0,0,0,0,0
Tiparp,1100,811,836,963,777,779,1135,1037
Gm13259,0,0,0,0,0,0,0,0
Gm14135,0,0,0,0,0,0,0,0
Gm7556,0,0,0,2,0,0,0,0
Slc24a2,6,2,4,0,8,12,18,6
Rxrb,1563,1157,980,1162,1336,1177,1230,1347
Gm6757,0,0,0,0,0,0,0,0
Ccm2l,2,0,0,0,0,0,0,0
Gm13919,0,0,0,0,0,0,0,0
Lgals8,2598,1652,1428,1554,1759,1857,1579,1484
B230208B08Rik,0,0,0,0,0,0,0,0
4930543E12Rik,2,1,0,0,0,0,0,0
Gm37827,2,0,0,2,0,4,2,2
Lpin2,1197,751,904,856,996,1025,710,776
Raph1,3744,2735,2839,2723,2828,3040,1113,976
Gm4034,4,2,0,0,0,0,0,2
Gm37375,2,1,0,2,0,2,0,0
Plaat5,0,0,0,0,0,0,0,0
Mrps36-ps3,0,0,0,0,0,0,0,0
5830462O15Rik,0,0,0,0,0,0,0,0
Gm49385,0,0,0,0,0,0,0,0
C330013E15Rik,46,16,12,26,42,44,44,46
Prox1,66,56,47,57,38,47,28,28
Wdtc1,2318,1646,1400,1481,1916,1780,2201,2224
Ptrhd1,192,132,134,137,162,134,86,93
Gm12213,0,0,0,0,0,0,0,0
Speer5-ps1,0,0,0,0,0,0,0,0
Gm29592,0,0,0,0,0,0,0,0
Fgd5,0,0,0,2,0,0,0,0
Gm29578,0,0,0,0,0,0,0,0
Pah,0,0,0,0,0,0,0,0
Gm45330,0,0,0,0,0,0,0,0
Gm14596,0,0,0,0,0,0,0,0
Psma4,5237,3522,3243,3326,3478,3840,2689,2879
Vmn2r-ps38,0,0,0,0,0,0,0,0
Gm23691,0,0,0,0,0,0,0,0
Gm7151,0,0,0,0,0,0,0,0
Mdm2,6658,4510,4250,4197,5441,5590,3514,4019
Fanca,539,361,363,352,383,376,66,98
Gm14019,0,0,0,0,0,0,0,0
Klhl34,0,0,0,2,0,0,1,0
Gm3033,0,0,0,0,0,0,0,0
Ugt1a6a,9,19,16,4,9,10,7,4
Manea,3813,2694,2677,2775,2850,3193,2748,2407
Gm8625,0,0,2,0,0,0,0,0
Gm18363,0,0,0,0,0,0,0,0
Phf20l1,1987,1225,1382,1265,1428,1564,1067,908
Gm49247,0,0,0,0,0,0,0,0
Rpsa,68580,48373,44194,49330,49042,49115,43045,45084
Gm38352,0,0,0,0,0,0,0,0
Tanc1,5268,3723,3389,3148,3790,3927,3522,3013
Enkd1,226,176,165,147,144,137,105,112
Pabpc1l2a,6,1,0,0,0,0,1,0
Ighd5-2,0,0,0,0,0,0,0,0
Mir1839,0,0,0,0,0,0,0,0
Gm34768,0,0,0,0,0,0,0,0
Arf5,2809,2233,2110,2164,2226,2216,2349,2496
Gm14278,1,1,4,0,0,0,0,0
Vmn1r-ps40,0,0,0,0,0,0,0,0
Sstr3,12,19,8,2,20,6,4,4
Slirp,0,0,0,0,0,0,0,0
Tma7,2743,1955,1704,1686,1719,1666,1504,1279
Gm5790,0,0,0,0,0,0,0,0
Bbs2,258,221,179,177,213,214,403,494
Gm26003,0,0,0,0,0,0,0,0
Gm45625,0,0,0,0,0,0,0,0
Gm18863,0,0,0,0,0,0,0,0
Ankrd53,2,2,6,2,0,6,0,2
Olfr594,0,0,0,0,0,0,0,0
Gm15767,0,0,0,4,0,1,0,4
Aprt-ps,0,0,0,0,2,0,0,0
Slc10a2,0,0,0,0,0,0,0,0
Gm28778,0,0,0,0,0,0,0,0
Gm21281,0,0,0,0,0,0,0,0
Cacfd1,2013,1328,1318,1345,1503,1480,1645,1981
Ltbr,6947,5024,4350,4763,5089,5149,4906,5462
Gm46516,0,0,0,0,0,0,0,0
Sfta2,0,0,0,0,0,0,0,0
Lypd6,0,2,2,2,7,0,0,0
Setd6,407,299,278,298,342,301,216,209
Gm47878,0,0,0,0,0,0,0,0
Gm12566,0,0,0,0,0,0,0,0
Gm18747,0,0,0,0,0,0,0,0
Mir7229,0,0,0,0,0,0,0,0
Emg1,1543,1147,1097,1144,1118,1120,857,883
Gm44664,0,0,0,0,0,0,0,0
Gm19334,0,0,0,0,4,0,0,0
Gm28072,0,0,0,0,0,0,0,0
Gm48577,0,0,0,0,0,0,0,0
Gm12354,0,0,0,0,0,0,0,0
Gm47993,1,0,0,0,0,2,2,2
Gm26063,0,0,0,0,0,0,0,0
2810429I04Rik,20,18,13,15,16,10,14,8
Pacsin2,6200,4196,4056,3996,4383,4534,3112,3481
Gm29718,33,6,5,2,4,10,2,7
Arap3,66,24,57,45,68,48,24,78
Septin5,902,590,806,788,600,538,689,678
Mob1a,11327,7965,7751,8243,7884,8442,7153,6530
Gm48715,0,0,0,0,0,0,0,0
Gm25421,0,0,0,0,0,0,0,0
Gm48621,2,0,0,2,0,0,2,0
Dnajc17,208,136,111,115,123,101,138,92
Gm25563,0,0,0,0,0,0,0,0
Gm3383,0,0,0,0,0,0,0,0
Actbl2,0,0,0,0,0,0,0,0
Gpr45,112,66,68,48,64,63,57,84
Gm44651,0,0,0,0,0,0,0,0
Gm12353,0,0,4,0,0,2,0,0
Taar7a,0,0,0,0,0,0,0,0
Olfr317,0,0,0,0,0,0,0,0
Cyp4f16,1016,777,690,742,803,671,361,481
Gm6322,0,0,0,0,1,0,0,2
Gm29636,0,0,0,0,0,0,0,0
Agrp,4,2,2,4,2,2,4,4
Sp9,41,32,31,43,41,31,70,50
Gm22670,0,0,0,0,0,0,0,0
Rpl17-ps7,0,0,0,0,1,0,0,0
Tmem37,516,361,297,306,358,305,275,293
Uqcc1,1271,871,868,801,845,818,884,930
Gm43748,2,2,2,2,0,4,0,0
Obox4-ps10,0,0,0,0,0,0,0,0
Gm9341,0,0,0,0,0,0,0,0
Gm15048,0,0,0,0,0,0,0,0
Gm15766,4,2,2,0,2,6,4,4
Gm37514,0,0,0,0,0,0,0,2
Gm44622,0,0,0,0,0,0,0,0
Appbp2,2895,2064,2139,2076,2121,2271,2328,2028
Gm28604,0,0,0,0,0,0,0,0
Gm44080,0,0,0,0,0,2,0,0
Gm44087,0,0,0,0,2,0,0,0
Gm16308,0,0,0,0,0,0,0,0
Gm5406,5,7,4,4,6,1,0,6
Triml2,0,0,0,0,0,0,0,2
Gm45145,0,0,0,0,0,0,0,0
Gm23664,0,0,0,0,0,0,0,0
Gm38387,12,10,12,8,10,10,14,8
Gm30808,0,0,0,0,0,0,0,0
Gm6216,0,0,0,0,0,2,0,0
Smok3c,0,0,0,0,0,0,0,0
Gm35533,0,0,0,0,0,0,0,0
Etaa1,574,389,479,423,427,437,273,215
Nhlh1,0,6,0,0,2,0,0,0
Gm24697,0,0,0,0,0,0,0,0
Atxn7l3,4292,2930,2955,3007,3271,3192,2945,3102
Gm48271,0,2,0,0,2,0,0,0
Gm4599,0,0,0,0,0,0,0,0
Gm22146,0,0,0,1,0,0,0,0
Gm15002,0,0,0,0,0,0,0,0
Gm15621,3,0,2,1,0,0,0,0
Usp5,7463,5458,5455,5455,5249,5366,4145,4310
Glra4,0,0,0,0,2,0,0,0
Gm37108,86,72,52,61,93,65,47,47
Chac2,356,265,218,212,286,285,227,216
Gm25715,0,0,0,0,0,0,0,0
4930553I21Rik,0,0,0,0,0,0,0,0
Gm23994,0,0,0,0,0,0,0,0
Marf1,2129,1522,1401,1243,1745,2081,2276,1900
Gm44695,0,0,0,0,0,0,0,0
Rab6b,675,447,357,349,508,523,878,812
Gm26479,0,0,0,0,0,0,0,0
2810408A11Rik,26,36,15,16,34,18,44,40
Ggt7,930,726,721,712,715,681,886,916
Aldob,0,0,0,0,0,0,0,0
Gm15693,0,0,0,0,0,0,0,0
Dnajb3,134,75,72,71,70,60,77,94
Dpf1,186,174,133,135,110,144,147,107
Gm14585,0,0,0,0,0,0,0,0
Ric3,199,165,102,137,178,219,316,310
Copz1,4756,3482,3172,3759,3400,3142,3606,3909
Cts8-ps,0,0,0,0,0,0,0,0
Tbcb,2374,1563,1654,1842,1592,1580,1252,1326
Gm7126,0,0,0,0,0,0,0,0
Fzd2,3714,2796,1877,1905,2702,2629,3683,4071
Ankub1,0,0,0,0,0,0,0,0
Muc3,0,0,0,0,0,0,0,0
Siglecf,5,0,2,2,0,4,2,2
Rps12-ps18,0,0,0,0,1,1,0,0
Gm14664,0,0,0,0,0,0,0,0
Gm26978,0,0,0,0,0,0,0,0
A730094K22Rik,0,0,0,0,0,0,0,0
Gm28764,0,0,0,0,0,0,0,0
Gm22272,0,0,0,0,0,1,0,0
Nol4,27,18,32,24,30,46,14,14
Gm50223,0,0,0,0,0,0,0,0
H2-Q5,0,4,2,4,1,3,2,8
Olfr1452-ps1,0,0,0,0,0,0,0,0
Copg2,2146,1565,1268,1378,1688,1657,2022,1952
Adgra1,41,18,24,42,26,41,20,8
Gm15182,0,0,0,0,0,0,0,0
Gm26569,13,11,4,2,0,19,6,0
Tmprss12,0,0,0,0,0,0,0,0
Gm13384,0,0,1,2,0,0,0,0
Gm47556,0,0,0,0,0,0,0,0
Gm48094,0,0,0,0,0,0,0,0
Gm37865,0,0,0,0,0,0,0,0
Gm17023,2,0,0,0,0,0,0,4
Arhgef33,5,2,6,10,6,6,9,10
Gm37032,0,0,0,0,0,0,0,0
Gm45060,0,0,0,0,0,0,0,0
Gm49858,0,0,0,0,0,0,0,0
Gm6368,115,99,87,83,117,68,79,117
Gm45334,0,0,0,0,0,0,0,0
1700016K05Rik,0,0,0,0,0,0,0,0
1700112H15Rik,0,2,2,0,0,0,2,0
Gm28971,0,0,0,0,0,0,0,0
Tmem256,1192,904,812,802,776,826,585,560
Olfr58,0,0,0,0,0,0,0,0
Gm42915,0,0,0,0,0,0,0,0
Gm47174,0,0,0,0,0,0,0,0
Srpk1,2559,1763,1810,1487,1745,1733,840,1094
Efna1,96,69,75,82,68,74,132,137
Luc7l3,2214,1414,1353,1434,1424,1584,1014,1155
Afg3l1,2676,1961,1858,1913,1828,2003,1376,1477
Gm5094,0,0,0,0,0,0,0,0
Olfr2,0,0,0,0,0,0,0,0
Habp4,1956,1298,1340,1407,1292,1381,1070,1143
Gm48742,0,0,0,0,0,0,2,4
Ublcp1,1455,994,1027,1138,982,1110,812,1002
Gm12914,0,0,0,0,0,0,0,0
Gm47673,0,0,0,0,0,2,0,0
Il18r1,0,0,0,1,0,0,2,2
Gm43450,0,0,0,0,0,0,0,0
Gm14053,2,0,2,0,1,2,5,0
Rab5a,3564,2500,2123,2216,2359,2548,2616,2662
Gm16090,0,0,0,0,0,0,0,0
ENSMUSG00000094915,0,0,0,0,0,0,0,0
Mymk,2,8,0,3,2,12,10,22
Gm22605,0,0,0,0,0,0,0,0
Insyn2b,0,0,0,0,0,0,2,0
Nme8,0,0,0,0,0,0,0,0
Gm48916,0,0,0,0,0,0,0,0
Dnal4,781,597,570,630,695,644,732,685
Gm12568,2,0,0,0,0,0,0,0
Map1lc3b,7319,5106,4328,4743,4835,4767,6078,6312
Gm49956,0,0,0,0,0,0,0,0
Gm5548,0,0,0,0,0,0,0,3
Gm13400,0,0,0,0,0,0,0,0
Gm19277,0,0,0,0,0,0,0,0
Snhg3,0,0,0,0,0,0,0,0
Gm22540,0,6,2,4,2,2,0,12
Gm11682,0,0,0,0,0,0,0,0
Gm12026,6,4,0,0,0,2,4,0
Gm44882,0,0,0,0,0,0,0,0
Rpsa-ps2,1135,876,913,859,998,827,799,1233
Rit1,2406,1647,1441,1402,1708,1610,1638,1831
Vmn1r-ps143,0,0,0,0,0,0,0,0
Gm8412,2,3,0,2,0,0,4,4
Gm3415,0,0,0,0,0,0,0,0
Gm11679,0,0,0,0,0,0,0,0
Olfr732,0,0,0,0,0,0,0,0
Gm37854,6,4,2,4,4,5,2,4
Gm15050,21,22,12,9,17,28,19,13
Bhmt,0,0,0,0,0,0,0,0
AU015336,0,0,0,0,0,0,0,0
Gm3099,0,0,0,0,0,0,0,0
Tgs1,1175,714,783,844,823,886,795,801
Trbv9,0,0,0,0,0,0,0,0
Gm47160,0,0,0,0,0,0,0,0
D1Pas1,0,0,0,2,2,0,0,0
Gm23675,0,0,0,0,0,0,0,0
Gm22299,0,0,0,0,0,0,0,0
4930434O05Rik,0,0,0,0,0,0,0,0
Gm13418,2,0,0,0,2,0,0,0
Zfp987,0,0,0,0,0,0,0,2
Gm49093,0,0,0,0,0,0,0,0
Eml2,1098,806,669,764,779,744,821,971
Gm7437,0,0,0,0,0,0,0,0
Gm8173,2,4,8,7,2,4,8,0
Mir6934,0,0,0,0,0,0,0,0
Hgd,1,0,0,2,0,0,0,0
Atrx,6531,4317,4031,4095,4855,5476,4700,4166
Tnfaip8l2,6,5,5,4,0,4,4,0
Gm23628,0,0,0,0,0,0,0,0
Cep85,998,640,716,603,724,663,528,516
Fam71f2,2,8,2,6,2,4,2,7
Mup4,0,0,0,0,0,0,0,0
Gm43841,0,0,0,0,0,0,0,0
Gm47970,0,0,0,0,0,0,0,0
Htr5a,0,0,0,0,0,0,0,0
Srd5a1,193,122,102,127,135,150,79,93
BC064078,9,10,8,10,16,20,24,21
Gm29629,0,0,0,0,0,0,0,0
Impa1,2079,1538,1407,1499,1516,1530,861,886
Gm44862,0,0,0,0,0,0,0,0
Gm3702,0,0,0,0,0,0,0,0
Hspb9,4,2,6,0,2,2,0,0
Gm28720,2,0,2,2,0,1,1,9
Ddit4,2721,2137,1203,1461,2610,2868,2096,2477
Gm25166,0,0,0,0,0,0,0,0
Gm49480,0,0,0,0,0,0,0,0
Tmc1,0,0,0,0,0,0,0,0
Gm16499,2,0,0,4,0,2,2,0
Lars2,15279,12025,9483,12627,11374,10229,14015,8498
4930402H05Rik,0,0,0,0,4,0,4,0
Tmem115,2589,1926,1759,1808,1985,1915,2066,2173
Gm45392,0,0,0,0,0,0,0,0
Trpc4,0,0,0,0,0,0,0,0
Gpn2,430,322,352,345,235,237,146,162
Lonrf2,138,103,92,86,127,160,221,144
Gm42451,0,0,0,0,0,0,0,0
Gm33497,0,0,0,0,2,0,0,0
Gm20773,0,0,0,0,0,0,0,0
Gm36017,0,0,0,0,0,0,0,0
Gm14823,0,0,0,0,0,0,0,0
Olfr1015,0,0,0,0,0,0,0,0
A930018P22Rik,2,4,4,2,0,0,2,0
Gm18982,0,0,0,0,0,0,0,0
Olfr596,0,0,0,0,0,0,0,0
Gbp10,3,0,2,4,0,1,2,4
Gm23225,0,0,0,0,0,0,0,0
Gm24125,0,0,0,0,0,0,0,0
Gm37474,0,0,0,0,0,0,2,0
1700047N06Rik,0,0,0,0,0,0,0,0
Gm10156,698,460,438,453,501,439,262,318
Ssty2,0,0,0,0,0,0,0,0
Gm25832,0,0,0,0,0,0,0,0
Cdh7,0,0,0,0,0,0,0,0
Fam171a1,2151,1495,1843,1735,1638,1620,1607,1569
Tecrl,0,0,0,2,0,2,0,0
Otud7b,4006,2826,2704,2629,2910,3158,2508,2427
Tdpoz8,2,0,0,0,0,0,0,0
Gm50023,2,3,2,0,4,2,0,0
Smim13,1623,1115,1107,1192,1157,1282,1178,1159
Gm6858,0,0,0,0,0,0,0,0
2210039B01Rik,2,0,0,0,2,2,8,8
Gm18382,0,0,0,0,0,0,0,0
Gm6203,0,0,0,0,0,0,0,0
Arhgap33os,0,0,0,0,0,0,0,0
Mkks,372,274,234,268,280,283,326,288
Rpl31-ps8,1305,1026,1028,952,1061,927,1157,1452
Gm14007,0,0,0,0,0,0,0,0
Map3k20,2685,1875,1849,1921,2108,2290,1977,1734
Mir297c,0,0,0,0,0,0,0,0
Gm21244,0,0,0,0,0,0,0,0
Trav9d-1,0,0,0,0,0,0,0,0
Gm16086,0,0,0,0,0,0,0,0
Ang2,6,10,6,2,2,4,0,0
Fkbp14,4440,3230,3698,3932,3284,3326,3265,2978
Gm10997,0,0,2,0,0,0,0,0
Gm36236,6,0,0,2,2,0,0,0
Atp1b2,24,4,6,12,8,18,113,91
Fnip2,1359,1009,879,889,1066,1131,612,608
Mir5616,0,0,0,0,0,0,0,0
Gm41662,0,0,0,2,0,0,0,0
Rplp2-ps1,0,0,0,0,0,0,0,0
Etv2,0,0,0,0,0,0,0,0
Gm44425,0,0,0,0,0,0,0,0
Olfr706,0,0,0,0,0,0,0,0
Mrpl44,741,565,506,603,510,569,438,444
Gm17141,0,0,0,0,0,0,0,0
Ces1h,0,0,0,0,0,0,0,0
Gm12523,0,0,0,0,0,0,0,0
Gm31727,0,0,0,0,0,0,0,0
Gm12061,0,0,0,0,5,4,0,2
Gm36966,0,0,0,0,0,0,0,0
Akap3,0,0,0,4,2,2,2,0
Ppia,18509,13282,11738,12693,12700,13420,8513,8343
Gm17203,2,0,0,2,0,0,0,0
Gm4468,2,2,0,0,0,0,4,4
Hipk1,4514,3257,2970,2920,3530,3829,3905,3420
Gm16231,0,0,0,0,0,0,0,0
Eef1a2,269,189,201,194,155,126,52,64
H2ac24,0,2,0,0,0,0,0,0
Gm17139,0,0,0,0,0,0,0,0
Ppp1r2-ps1,4,1,1,1,2,2,5,4
4931428F04Rik,124,70,78,116,92,111,102,96
Rad1,429,329,454,340,346,326,299,264
Pcdhga6,390,266,217,272,275,310,547,551
Qrfpr,0,2,0,0,0,0,0,0
Smarce1,3425,2364,2369,2338,2588,2678,2133,2230
Gm14748,0,0,0,0,0,0,0,0
Gm14998,0,0,0,0,0,0,0,0
Jag1,3390,2496,2807,2643,2093,2093,1445,1499
Gm16084,0,0,0,0,0,0,0,0
Scn9a,2,0,2,0,0,0,0,0
Gm22321,0,0,0,0,0,0,0,0
Gm48038,0,0,0,0,0,0,0,0
Commd7,1814,1296,1122,1324,1339,1282,1015,1082
Gm10764,0,0,0,0,0,0,0,0
Grm7,0,0,0,0,2,0,0,0
Gm29742,0,0,0,0,0,0,0,0
Gm31907,0,0,0,0,0,0,0,0
BC029722,1050,655,650,603,658,645,806,820
Gm16415,18,8,10,6,8,4,6,11
Cwf19l1,487,391,380,378,362,359,367,370
Gm15592,0,0,0,0,0,0,0,0
Gm48431,0,0,0,0,0,0,0,0
Gm12786,0,2,0,0,0,0,8,0
Rap1b,10518,7499,7266,8394,7003,7199,5903,5878
H3c3,2,2,6,3,4,2,2,2
Gm46497,0,0,0,0,0,0,0,0
Mir3102,0,0,0,0,0,0,0,0
Krtap6-3,0,0,0,0,0,0,0,0
Gm8463,0,0,0,0,0,0,0,0
4933436P19Rik,0,0,0,0,0,0,0,0
Atoh7,0,0,0,0,0,0,0,0
Gm28147,0,0,0,0,0,0,0,0
Pdzd9,2,0,6,4,8,3,2,0
Gm7832,26,28,26,28,24,10,20,15
Gm35507,2,2,0,2,0,4,0,2
Krt82,0,0,0,0,0,0,0,0
Hnmt,58,34,30,44,29,41,56,40
Gm7104,0,0,0,0,0,0,0,0
Casp8,2231,1327,1346,1382,1301,1282,930,1103
Vcam1,4007,2782,2345,2663,3276,3415,9844,9194
1700121L16Rik,0,0,0,0,0,0,0,0
Gm10689,32,13,15,11,43,15,10,24
Gm33104,0,0,2,0,0,0,0,0
Ppp2r2a,5002,3435,3308,3415,3425,3650,3215,3244
Gm4278,0,0,0,0,0,0,0,0
Igkv13-54-1,0,0,0,0,0,0,0,0
Trav10n,0,0,0,0,0,0,0,0
Gm18935,0,0,0,0,0,0,2,0
Gm38133,0,0,0,0,0,0,0,0
Cyfip2,26,28,22,18,29,13,26,28
Gm42772,0,0,2,0,0,0,0,0
Gm18417,0,0,0,0,0,0,0,0
B930036N10Rik,2,0,0,0,2,2,0,4
Speer4b,0,0,0,0,0,0,0,0
Gm25142,0,0,0,0,0,0,0,0
Gm9961,2,0,0,0,0,0,2,0
Fndc3c1,0,0,0,0,2,4,0,0
Gm13024,0,1,0,0,0,0,0,0
Dnah11,0,0,0,0,0,0,0,0
Gm22079,0,0,0,0,2,0,0,0
Tafa1,6,2,2,0,6,0,0,8
Gm14870,2,0,2,2,0,0,0,0
Sectm1a,4,2,0,0,0,0,6,3
Phf11c,16,20,16,14,13,30,24,29
Gm33447,0,0,0,0,0,0,0,0
Rps8,27252,18411,17167,19781,18707,18534,16462,18366
Gm20749,0,0,0,0,0,0,0,0
Ngp,2,0,0,0,0,0,0,0
Gm28132,0,0,0,0,0,0,0,0
Scgb1b3,0,0,0,0,0,0,0,0
Mybpc1,4,0,6,1,2,2,4,10
1700012C08Rik,0,0,0,0,0,0,0,0
Stam,2551,1688,1601,1653,1831,2028,1785,1593
Gpr26,0,0,0,0,0,0,0,2
Trav7d-4,0,0,0,0,0,0,0,0
Gm47811,0,0,0,0,0,0,0,0
Slc45a4,1641,1306,1053,1024,1368,1384,1310,1356
Gm14380,0,0,0,0,0,0,0,0
Gm16894,6,5,0,0,0,3,0,4
Gm28165,0,0,0,0,0,0,0,0
Hyou1,16928,11868,14116,13690,10618,10863,6434,7181
Gm44166,0,0,0,0,0,0,0,0
Gm4821,0,0,0,4,2,0,0,0
Nat8b-ps,0,4,0,0,2,0,0,0
Gm2792,88,76,106,70,79,71,39,40
Gm37049,0,0,0,0,0,0,0,0
Castor1,911,681,580,660,714,668,640,745
Cox18,502,403,379,421,343,366,241,268
Fbxw14,0,0,0,0,0,0,0,0
Gm13678,0,0,0,0,0,0,0,0
Gm12518,0,0,0,0,0,0,0,0
Mir465,0,0,0,0,0,0,0,0
1700021J08Rik,0,0,0,0,0,2,0,0
Gm43048,0,0,0,0,0,0,0,0
BC002059,177,176,107,127,115,143,130,139
Gm29784,0,0,0,0,0,0,0,0
Gm16300,0,0,0,0,0,0,0,0
Ear-ps12,0,0,0,0,0,0,0,0
Igip,336,262,268,293,277,379,526,505
Clcf1,697,542,868,778,458,417,263,369
Gm26306,0,0,0,0,0,0,0,0
Gm28803,0,0,0,0,0,0,0,0
Gm37478,0,0,0,0,0,0,0,0
Gm47646,0,0,0,0,0,0,0,0
Gm18964,0,0,0,0,0,0,0,0
AI662270,0,0,2,2,0,0,0,0
Gm25217,0,0,0,0,0,0,0,0
Gm25089,0,0,0,0,0,0,0,0
Mir328,0,0,0,0,0,0,0,0
Gm4165,1,0,0,0,0,0,0,0
BC051537,0,0,0,0,0,0,0,0
Gm50425,0,0,0,0,0,0,0,0
Gm47100,0,0,0,0,0,0,0,0
Zfp970,198,141,103,136,125,146,200,160
Rps2-ps10,214,160,157,165,173,203,132,301
Gm10484,0,0,0,0,0,0,0,0
Gm11824,32,21,12,25,15,26,14,19
Gm45870,0,0,0,0,0,0,0,0
Gm26132,0,0,0,0,0,0,0,0
3110031N09Rik,0,0,0,0,0,0,0,0
Gm41541,0,3,4,6,2,5,10,6
Gm16630,0,0,0,0,0,0,0,0
Gm49482,0,0,0,0,0,0,0,0
Cox7c,2928,2202,1894,1988,2041,2069,1837,1669
Qpct,1504,1024,963,1079,941,1033,1303,1259
Gm2862,0,0,0,0,0,0,2,0
Gm18839,0,0,0,0,0,0,0,0
Ighv11-2,0,0,0,0,0,0,0,0
Gm29080,0,0,0,0,0,0,0,0
Tmem217,0,3,0,0,2,0,0,2
Fuca1,4034,2818,2616,2638,2838,2822,3751,3558
Drd5,0,0,2,2,0,0,0,0
Olfr274-ps1,0,0,0,0,0,0,0,0
Gm14923,0,0,0,0,0,0,0,0
Gm4045,18,15,15,13,20,15,7,10
Fam131c,13,20,10,10,18,24,6,9
Bhlhe23,2,0,0,0,0,0,0,0
Fam151a,0,0,0,0,0,0,0,0
Mfap3l,396,242,325,307,264,276,121,107
Lin52,265,242,230,237,261,287,276,292
Gm47979,0,0,0,0,0,0,0,0
Gm13252,0,0,0,4,0,0,0,0
Gm44142,0,0,0,0,0,0,0,0
Gm24433,0,0,0,0,0,0,0,0
Vmn1r157,0,0,0,0,0,0,0,0
Gm13511,0,0,0,0,0,0,0,0
Gm50125,0,0,0,0,0,0,0,0
Gm14828,0,0,0,0,0,0,0,2
Gm43631,0,0,0,0,0,0,0,0
Gm28250,0,0,0,0,0,0,0,0
Gm7860,7,2,2,6,5,6,2,0
Obox4-ps25,0,0,0,0,0,0,0,0
Hoxd13,0,0,0,0,0,0,0,0
Rnf13,3938,2743,2150,2300,2772,2925,2905,2460
4933434P08Rik,0,0,0,0,0,0,0,0
Gm49320,0,0,0,0,0,0,0,0
Dse,7752,5229,4589,4805,5842,6054,8135,7936
Ippk,533,363,389,451,419,361,299,281
Gm44798,0,0,0,0,0,0,0,0
Gm49366,0,0,0,0,0,0,0,0
Gm37817,0,0,0,0,0,0,0,0
Olfr840-ps1,0,0,0,0,0,0,0,0
4930527E20Rik,2,2,0,0,0,0,1,0
Aanat,0,0,0,0,0,0,0,0
Bod1-ps,0,6,2,0,2,4,4,0
Gm7587,0,0,0,0,0,0,0,0
Flnb,54053,38365,54804,49606,31851,33726,15335,13309
Capn15,623,479,491,510,457,461,432,511
Gm42961,0,0,0,0,0,0,0,0
Tbata,10,2,0,2,0,1,0,0
Gm6068,0,0,0,0,0,0,0,0
Gm43120,2,2,2,0,0,0,10,4
4930405N21Rik,0,0,0,0,0,0,0,0
Gm26968,0,0,0,0,0,0,0,0
Gm5106,0,0,0,6,0,1,3,2
Sik2,993,650,653,696,795,784,642,620
Zkscan8,1199,802,832,878,929,1011,1346,1177
Tes3-ps,344,164,76,173,147,229,198,176
Gm15558,0,0,0,0,0,0,0,0
Zgrf1,506,292,384,337,223,321,243,260
C130013H08Rik,72,44,65,72,72,56,26,23
4933407I08Rik,0,0,0,0,0,0,0,0
Gm47806,2,0,6,0,4,8,0,10
Gm50037,0,0,2,0,0,0,0,0
6820402A03Rik,2,0,0,0,0,0,4,2
Gm26203,0,0,0,0,0,1,0,2
Gm45553,0,0,0,2,0,0,2,0
Gm6650,20,1,12,11,6,8,0,0
Gm32369,0,0,2,0,0,2,0,0
Fh1,2807,2023,1995,2158,1790,1936,1275,1291
